snapshot_time,current_active_census,arrivals_15m,arrivals_30m,arrivals_60m,arrivals_120m,departures_15m,departures_30m,departures_60m,net_flow_60m,high_acuity_ratio,mean_time_in_system,hour_of_day,day_of_week,month,arrival_rate_trend,target_census_30m,target_census_60m,target_census_120m,congestion_tier_30m,congestion_tier_60m,congestion_tier_120m
2025-02-25 08:34:04,21,5,5,9,13,0,1,1,8,0.09523809523809523,173.09761904761905,8,1,2,1.1111111111111112,24,28,33,moderate,moderate,moderate
2025-02-25 09:04:04,24,4,5,10,17,2,2,3,7,0.125,131.18402777777777,9,1,2,1.0,28,31,33,moderate,moderate,moderate
2025-02-25 09:34:04,28,2,4,9,18,0,0,2,7,0.14285714285714285,140.42857142857144,9,1,2,0.8888888888888888,31,33,33,moderate,moderate,moderate
2025-02-25 10:04:04,31,3,4,8,18,1,1,1,7,0.22580645161290322,152.5215053763441,10,1,2,1.0,33,33,36,moderate,moderate,busy
2025-02-25 10:34:04,33,4,6,10,19,1,4,5,5,0.30303030303030304,157.8010101010101,10,1,2,1.2,33,33,37,moderate,moderate,busy
2025-02-25 11:04:04,33,2,5,11,19,2,5,9,2,0.2727272727272727,137.32323232323233,11,1,2,0.9090909090909091,33,36,39,moderate,busy,busy
2025-02-25 11:34:04,33,3,5,10,20,3,5,10,0,0.24242424242424243,125.21717171717172,11,1,2,1.0,36,37,44,busy,busy,busy
2025-02-25 12:04:04,36,2,7,12,23,2,4,9,3,0.19444444444444445,130.04861111111111,12,1,2,1.1666666666666667,37,39,45,busy,busy,critical
2025-02-25 12:34:04,37,1,3,10,20,2,2,6,4,0.1891891891891892,147.10405405405405,12,1,2,0.6,39,44,52,busy,busy,critical
2025-02-25 13:04:04,39,0,6,9,21,1,4,6,3,0.15384615384615385,149.1153846153846,13,1,2,1.3333333333333333,44,45,49,busy,critical,critical
2025-02-25 13:34:04,44,3,7,13,23,1,2,6,7,0.1590909090909091,156.1030303030303,13,1,2,1.0769230769230769,45,52,43,critical,critical,busy
2025-02-25 14:04:04,45,3,4,11,20,1,3,5,6,0.17777777777777778,171.27222222222224,14,1,2,0.7272727272727273,52,49,39,critical,critical,busy
2025-02-25 14:34:04,52,5,9,13,26,0,2,5,8,0.19230769230769232,169.76378205128205,14,1,2,1.3846153846153846,49,43,37,critical,busy,busy
2025-02-25 15:04:04,49,0,2,11,22,1,5,7,4,0.20408163265306123,189.34455782312926,15,1,2,0.36363636363636365,43,39,35,busy,busy,busy
2025-02-25 15:34:04,43,3,3,5,18,2,9,14,-9,0.20930232558139536,172.72131782945738,15,1,2,1.2,39,37,36,busy,busy,busy
2025-02-25 16:04:04,39,2,3,6,17,5,7,16,-10,0.2564102564102564,177.7517094017094,16,1,2,1.0,37,35,37,busy,busy,busy
2025-02-25 16:34:04,37,1,1,4,9,2,3,10,-6,0.2972972972972973,196.82252252252252,16,1,2,0.5,35,36,43,busy,busy,busy
2025-02-25 17:04:04,35,0,2,3,9,1,4,7,-4,0.34285714285714286,212.77333333333334,17,1,2,1.3333333333333333,36,37,49,busy,busy,critical
2025-02-25 17:34:04,36,0,2,4,8,1,1,5,-1,0.3611111111111111,226.83981481481482,17,1,2,1.0,37,43,49,busy,busy,critical
2025-02-25 18:04:04,37,2,5,7,10,2,4,5,2,0.35135135135135137,224.26666666666668,18,1,2,1.4285714285714286,43,49,48,busy,critical,critical
2025-02-25 18:34:04,43,8,9,14,18,2,3,7,7,0.32558139534883723,201.98720930232557,18,1,2,1.2857142857142858,49,49,43,critical,critical,busy
2025-02-25 19:04:04,49,2,8,17,24,2,2,5,12,0.2857142857142857,196.07074829931975,19,1,2,0.9411764705882353,49,48,35,critical,critical,busy
2025-02-25 19:34:04,49,3,4,12,26,3,4,6,6,0.2857142857142857,211.8452380952381,19,1,2,0.6666666666666666,48,43,34,critical,busy,busy
2025-02-25 20:04:04,48,0,4,8,25,3,5,9,-1,0.2708333333333333,221.07152777777776,20,1,2,1.0,43,35,33,busy,busy,moderate
2025-02-25 20:34:04,43,0,1,5,17,2,6,11,-6,0.27906976744186046,241.72558139534883,20,1,2,0.4,35,34,31,busy,busy,moderate
2025-02-25 21:04:04,35,0,0,1,9,3,8,14,-13,0.3142857142857143,246.3247619047619,21,1,2,0.0,34,33,34,busy,moderate,busy
2025-02-25 21:34:04,34,1,1,1,6,1,2,10,-9,0.3235294117647059,274.1975490196079,21,1,2,2.0,33,31,33,moderate,moderate,moderate
2025-02-25 22:04:04,33,0,3,4,5,2,4,6,-2,0.2727272727272727,275.470202020202,22,1,2,1.5,31,34,34,moderate,busy,busy
2025-02-25 22:34:04,31,1,2,5,6,1,4,8,-3,0.25806451612903225,287.8451612903226,22,1,2,0.8,34,33,33,busy,moderate,moderate
2025-02-25 23:04:04,34,0,4,6,10,0,1,5,1,0.23529411764705882,286.1490196078431,23,1,2,1.3333333333333333,33,34,32,moderate,busy,moderate
2025-02-25 23:34:04,33,1,2,6,11,2,3,4,2,0.24242424242424243,286.24696969696964,23,1,2,0.6666666666666666,34,33,31,busy,moderate,moderate
2025-02-26 00:04:04,34,1,2,4,10,0,1,4,0,0.23529411764705882,298.49950980392157,0,2,2,1.0,33,32,29,moderate,moderate,moderate
2025-02-26 00:34:04,33,1,2,4,10,1,3,4,0,0.24242424242424243,303.27272727272725,0,2,2,1.0,32,31,27,moderate,moderate,moderate
2025-02-26 01:04:04,32,0,1,3,7,1,2,5,-2,0.25,314.7182291666667,1,2,2,0.6666666666666666,31,29,25,moderate,moderate,moderate
2025-02-26 01:34:04,31,0,1,2,6,2,2,4,-2,0.25806451612903225,337.1451612903226,1,2,2,1.0,29,27,25,moderate,moderate,moderate
2025-02-26 02:04:04,29,0,1,2,5,1,3,5,-3,0.27586206896551724,355.4954022988506,2,2,2,1.0,27,25,23,moderate,moderate,moderate
2025-02-26 02:34:04,27,2,2,3,5,3,4,7,-4,0.25925925925925924,372.80617283950613,2,2,2,1.3333333333333333,25,25,20,moderate,moderate,low
2025-02-26 03:04:04,25,1,2,4,6,1,4,8,-4,0.32,373.4353333333333,3,2,2,1.0,25,23,19,moderate,moderate,low
2025-02-26 03:34:04,25,0,0,2,5,0,0,4,-2,0.32,403.4353333333333,3,2,2,0.0,23,20,20,moderate,low,low
2025-02-26 04:04:04,23,1,1,1,5,2,3,3,-2,0.30434782608695654,436.42391304347825,4,2,2,2.0,20,19,16,low,low,low
2025-02-26 04:34:04,20,0,1,2,4,2,4,7,-5,0.4,421.89666666666665,4,2,2,1.0,19,20,15,low,low,low
2025-02-26 05:04:04,19,2,2,3,4,1,3,7,-4,0.42105263157894735,387.6973684210526,5,2,2,1.3333333333333333,20,16,14,low,low,low
2025-02-26 05:34:04,20,0,1,3,5,0,0,3,0,0.4,397.9633333333333,5,2,2,0.6666666666666666,16,15,14,low,low,low
2025-02-26 06:04:04,16,0,1,2,5,5,5,5,-3,0.4375,394.11354166666666,6,2,2,1.0,15,14,13,low,low,low
2025-02-26 06:34:04,15,0,0,1,4,0,1,6,-5,0.4666666666666667,403.5588888888889,6,2,2,0.0,14,14,12,low,low,low
2025-02-26 07:04:04,14,1,3,3,5,1,4,5,-2,0.35714285714285715,293.2738095238095,7,2,2,2.0,14,13,16,low,low,low
2025-02-26 07:34:04,14,0,1,4,5,0,1,5,-1,0.35714285714285715,297.697619047619,7,2,2,0.5,13,12,16,low,low,low
2025-02-26 08:04:04,13,0,1,2,5,1,2,3,-1,0.3076923076923077,301.6602564102564,8,2,2,1.0,12,16,18,low,low,low
2025-02-26 08:34:04,12,1,1,2,6,1,2,4,-2,0.16666666666666666,240.92777777777778,8,2,2,1.0,16,16,22,low,low,low
2025-02-26 09:04:04,16,2,5,6,8,0,1,3,3,0.0625,155.77291666666667,9,2,2,1.6666666666666667,16,18,25,low,low,moderate
2025-02-26 09:34:04,16,2,4,9,11,3,4,5,4,0.0625,125.66354166666666,9,2,2,0.8888888888888888,18,22,33,low,low,moderate
2025-02-26 10:04:04,18,2,3,7,13,1,1,5,2,0.1111111111111111,135.31574074074075,10,2,2,0.8571428571428571,22,25,36,low,moderate,busy
2025-02-26 10:34:04,22,1,7,10,19,1,3,4,6,0.13636363636363635,116.5280303030303,10,2,2,1.4,25,33,37,moderate,moderate,busy
2025-02-26 11:04:04,25,3,5,12,19,1,2,5,7,0.16,121.734,11,2,2,0.8333333333333334,33,36,36,moderate,busy,busy
2025-02-26 11:34:04,33,7,10,15,25,2,2,4,11,0.21212121212121213,109.78232323232324,11,2,2,1.3333333333333333,36,37,41,busy,busy,busy
2025-02-26 12:04:04,36,2,5,15,27,2,2,4,11,0.2222222222222222,123.86990740740741,12,2,2,0.6666666666666666,37,36,43,busy,busy,busy
2025-02-26 12:34:04,37,2,4,9,24,2,3,5,4,0.24324324324324326,118.47792792792794,12,2,2,0.8888888888888888,36,41,43,busy,busy,busy
2025-02-26 13:04:04,36,1,3,7,22,2,4,7,0,0.19444444444444445,132.1125,13,2,2,0.8571428571428571,41,43,45,busy,busy,critical
2025-02-26 13:34:04,41,3,7,10,19,1,2,6,4,0.1951219512195122,130.0329268292683,13,2,2,1.4,43,43,42,busy,busy,busy
2025-02-26 14:04:04,43,2,4,11,18,2,2,4,7,0.20930232558139536,142.8798449612403,14,2,2,0.7272727272727273,43,45,40,busy,critical,busy
2025-02-26 14:34:04,43,3,6,10,20,4,6,8,2,0.20930232558139536,151.1829457364341,14,2,2,1.2,45,42,41,critical,busy,busy
2025-02-26 15:04:04,45,3,6,12,23,3,4,10,2,0.15555555555555556,161.16407407407408,15,2,2,1.0,42,40,39,busy,busy,busy
2025-02-26 15:34:04,42,3,5,11,21,5,8,12,-1,0.16666666666666666,162.09126984126985,15,2,2,0.9090909090909091,40,41,36,busy,busy,busy
2025-02-26 16:04:04,40,2,4,9,21,2,6,14,-5,0.2,169.84666666666666,16,2,2,0.8888888888888888,41,39,41,busy,busy,busy
2025-02-26 16:34:04,41,3,6,10,21,2,5,11,-1,0.1951219512195122,164.16666666666666,16,2,2,1.2,39,36,44,busy,busy,busy
2025-02-26 17:04:04,39,1,1,7,16,0,3,8,-1,0.15384615384615385,184.78547008547008,17,2,2,0.2857142857142857,36,41,43,busy,busy,busy
2025-02-26 17:34:04,36,1,4,5,15,2,7,10,-5,0.19444444444444445,196.29722222222225,17,2,2,1.6,41,44,39,busy,busy,busy
2025-02-26 18:04:04,41,2,7,11,18,0,2,9,2,0.21951219512195122,185.5040650406504,18,2,2,1.2727272727272727,44,43,41,busy,busy,busy
2025-02-26 18:34:04,44,4,5,12,17,2,2,4,8,0.22727272727272727,194.5405303030303,18,2,2,0.8333333333333334,43,39,41,busy,busy,busy
2025-02-26 19:04:04,43,1,5,10,21,3,6,8,2,0.18604651162790697,197.3887596899225,19,2,2,1.0,39,41,37,busy,busy,busy
2025-02-26 19:34:04,39,3,3,8,20,4,7,13,-5,0.10256410256410256,195.84188034188034,19,2,2,0.75,41,41,33,busy,busy,moderate
2025-02-26 20:04:04,41,5,7,10,20,0,5,12,-2,0.12195121951219512,181.32235772357723,20,2,2,1.4,41,37,33,busy,busy,moderate
2025-02-26 20:34:04,41,0,2,9,17,1,2,7,2,0.12195121951219512,185.11382113821136,20,2,2,0.4444444444444444,37,33,28,busy,moderate,moderate
2025-02-26 21:04:04,37,0,3,5,15,3,7,9,-4,0.16216216216216217,181.70270270270268,21,2,2,1.2,33,33,27,moderate,moderate,moderate
2025-02-26 21:34:04,33,2,2,5,14,4,6,13,-8,0.21212121212121213,187.5040404040404,21,2,2,0.8,33,28,30,moderate,moderate,moderate
2025-02-26 22:04:04,33,1,1,3,8,1,1,7,-4,0.21212121212121213,212.91969696969696,22,2,2,0.6666666666666666,28,27,30,moderate,moderate,moderate
2025-02-26 22:34:04,28,1,2,3,8,5,7,8,-5,0.21428571428571427,227.03333333333333,22,2,2,1.3333333333333333,27,30,29,moderate,moderate,moderate
2025-02-26 23:04:04,27,1,4,6,9,5,5,12,-6,0.14814814814814814,226.47345679012344,23,2,2,1.3333333333333333,30,30,24,moderate,moderate,moderate
2025-02-26 23:34:04,30,0,4,8,11,1,1,6,2,0.1,215.29722222222225,23,2,2,1.0,30,29,23,moderate,moderate,moderate
2025-02-27 00:04:04,30,1,3,7,13,1,3,4,3,0.1,221.105,0,3,2,0.8571428571428571,29,24,18,moderate,moderate,low
2025-02-27 00:34:04,29,0,3,6,14,1,4,7,-1,0.06896551724137931,209.63333333333333,0,3,2,1.0,24,23,17,moderate,moderate,low
2025-02-27 01:04:04,24,0,1,4,11,3,6,10,-6,0.08333333333333333,181.01458333333332,1,3,2,0.5,23,18,16,moderate,low,low
2025-02-27 01:34:04,23,0,0,1,7,1,1,7,-6,0.08695652173913043,214.29202898550724,1,3,2,0.0,18,17,15,low,low,low
2025-02-27 02:04:04,18,1,1,1,5,2,6,7,-6,0.05555555555555555,216.79166666666666,2,3,2,2.0,17,16,16,low,low,low
2025-02-27 02:34:04,17,1,2,3,4,2,3,9,-6,0.11764705882352941,236.7343137254902,2,3,2,1.3333333333333333,16,15,17,low,low,low
2025-02-27 03:04:04,16,1,1,3,4,1,2,5,-2,0.125,248.25625,3,3,2,0.6666666666666666,15,16,19,low,low,low
2025-02-27 03:34:04,15,2,2,3,6,1,3,5,-2,0.13333333333333333,234.39111111111112,3,3,2,1.3333333333333333,16,17,21,low,low,low
2025-02-27 04:04:04,16,1,1,3,6,0,0,3,0,0.1875,248.49583333333334,4,3,2,0.6666666666666666,17,19,23,low,low,moderate
2025-02-27 04:34:04,17,1,1,2,5,0,0,0,2,0.17647058823529413,262.25392156862745,4,3,2,1.0,19,21,25,low,low,moderate
2025-02-27 05:04:04,19,2,3,4,7,1,1,1,3,0.15789473684210525,231.23421052631576,5,3,2,1.5,21,23,23,low,moderate,moderate
2025-02-27 05:34:04,21,1,4,7,9,0,2,3,4,0.14285714285714285,202.54206349206348,5,3,2,1.1428571428571428,23,25,21,moderate,moderate,low
2025-02-27 06:04:04,23,1,3,7,11,0,1,3,4,0.17391304347826086,198.35942028985508,6,3,2,0.8571428571428571,25,23,17,moderate,moderate,low
2025-02-27 06:34:04,25,1,2,5,12,0,0,1,4,0.2,211.50466666666668,6,3,2,0.8,23,21,13,moderate,low,low
2025-02-27 07:04:04,23,0,0,2,9,1,2,2,0,0.21739130434782608,216.6355072463768,7,3,2,0.0,21,17,14,low,low,low
2025-02-27 07:34:04,21,1,2,2,7,3,4,6,-4,0.19047619047619047,226.92857142857144,7,3,2,2.0,17,13,19,low,low,low
2025-02-27 08:04:04,17,0,1,3,5,4,5,9,-6,0.11764705882352941,244.38039215686274,8,3,2,0.6666666666666666,13,14,20,low,low,low
2025-02-27 08:34:04,13,1,2,3,5,3,6,11,-8,0.15384615384615385,181.09102564102565,8,3,2,1.3333333333333333,14,19,24,low,low,moderate
2025-02-27 09:04:04,14,1,3,5,8,2,2,8,-3,0.21428571428571427,176.64404761904763,9,3,2,1.2,19,20,29,low,low,moderate
2025-02-27 09:34:04,19,5,6,9,12,0,1,3,6,0.15789473684210525,142.2219298245614,9,3,2,1.3333333333333333,20,24,29,low,moderate,moderate
2025-02-27 10:04:04,20,1,3,9,14,2,2,3,6,0.15,129.51083333333332,10,3,2,0.6666666666666666,24,29,31,moderate,moderate,moderate
2025-02-27 10:34:04,24,3,5,8,17,0,1,3,5,0.20833333333333334,120.87430555555555,10,3,2,1.25,29,29,32,moderate,moderate,moderate
2025-02-27 11:04:04,29,4,7,12,21,1,2,3,9,0.3103448275862069,115.4132183908046,11,3,2,1.1666666666666667,29,31,41,moderate,moderate,busy
2025-02-27 11:34:04,29,1,3,10,18,3,3,5,5,0.27586206896551724,127.3316091954023,11,3,2,0.6,31,32,41,moderate,moderate,busy
2025-02-27 12:04:04,31,3,6,9,21,1,4,7,2,0.2903225806451613,119.52634408602151,12,3,2,1.3333333333333333,32,41,39,moderate,busy,busy
2025-02-27 12:34:04,32,1,2,8,18,1,1,5,3,0.3125,140.6265625,12,3,2,0.5,41,41,39,busy,busy,busy
2025-02-27 13:04:04,41,5,10,12,21,1,1,2,10,0.24390243902439024,133.26504065040652,13,3,2,1.6666666666666667,41,39,42,busy,busy,busy
2025-02-27 13:34:04,41,1,5,15,23,3,5,6,9,0.2682926829268293,144.26463414634145,13,3,2,0.6666666666666666,39,39,47,busy,busy,critical
2025-02-27 14:04:04,39,1,2,7,19,2,4,9,-2,0.3076923076923077,165.417094017094,14,3,2,0.5714285714285714,39,42,49,busy,busy,critical
2025-02-27 14:34:04,39,1,2,4,19,2,2,6,-2,0.3076923076923077,186.73034188034188,14,3,2,1.0,42,47,52,busy,critical,critical
2025-02-27 15:04:04,42,5,8,10,17,2,5,7,3,0.3333333333333333,169.8123015873016,15,3,2,1.6,47,49,53,critical,critical,critical
2025-02-27 15:34:04,47,5,7,15,19,1,2,7,8,0.3617021276595745,159.63262411347517,15,3,2,0.9333333333333333,49,52,53,critical,critical,critical
2025-02-27 16:04:04,49,4,5,12,22,2,3,5,7,0.32653061224489793,166.9013605442177,16,3,2,0.8333333333333334,52,53,51,critical,critical,critical
2025-02-27 16:34:04,52,4,5,10,25,1,2,5,5,0.3269230769230769,179.55448717948718,16,3,2,1.0,53,53,49,critical,critical,critical
2025-02-27 17:04:04,53,3,8,13,25,3,7,9,4,0.22641509433962265,170.57735849056604,17,3,2,1.2307692307692308,53,51,55,critical,critical,critical
2025-02-27 17:34:04,53,1,5,13,23,2,5,12,1,0.22641509433962265,178.86446540880505,17,3,2,0.7692307692307693,51,49,54,critical,critical,critical
2025-02-27 18:04:04,51,2,2,7,20,4,4,9,-2,0.23529411764705882,196.52745098039216,18,3,2,0.5714285714285714,49,55,56,critical,critical,critical
2025-02-27 18:34:04,49,2,3,5,18,3,5,9,-4,0.22448979591836735,214.19727891156464,18,3,2,1.2,55,54,51,critical,critical,critical
2025-02-27 19:04:04,55,2,8,11,18,1,2,7,4,0.2727272727272727,214.51333333333332,19,3,2,1.4545454545454546,54,56,43,critical,critical,busy
2025-02-27 19:34:04,54,1,3,11,16,1,4,6,5,0.2777777777777778,228.49876543209876,19,3,2,0.5454545454545454,56,51,41,critical,critical,busy
2025-02-27 20:04:04,56,4,5,8,19,1,3,7,1,0.2857142857142857,241.28482142857143,20,3,2,1.25,51,43,42,critical,busy,busy
2025-02-27 20:34:04,51,0,1,6,17,3,6,9,-3,0.29411764705882354,259.41274509803924,20,3,2,0.3333333333333333,43,41,38,busy,busy,busy
2025-02-27 21:04:04,43,2,2,3,11,7,10,16,-13,0.3488372093023256,264.3480620155039,21,3,2,1.3333333333333333,41,42,35,busy,busy,busy
2025-02-27 21:34:04,41,2,3,5,11,3,5,15,-10,0.36585365853658536,261.81666666666666,21,3,2,1.2,42,38,33,busy,busy,moderate
2025-02-27 22:04:04,42,1,1,4,7,0,0,5,-1,0.38095238095238093,285.0126984126984,22,3,2,0.5,38,35,31,busy,busy,moderate
2025-02-27 22:34:04,38,1,1,2,7,0,5,5,-3,0.34210526315789475,311.9811403508772,22,3,2,1.0,35,33,25,busy,moderate,moderate
2025-02-27 23:04:04,35,2,2,3,7,2,5,10,-7,0.34285714285714286,321.0076190476191,23,3,2,1.3333333333333333,33,31,22,moderate,moderate,low
2025-02-27 23:34:04,33,0,0,2,4,2,2,7,-5,0.3333333333333333,324.7742424242424,23,3,2,0.0,31,25,22,moderate,moderate,low
2025-02-28 00:04:04,31,1,2,2,5,2,4,6,-4,0.3225806451612903,326.805376344086,0,4,2,2.0,25,22,21,moderate,low,low
2025-02-28 00:34:04,25,0,1,3,5,3,7,11,-8,0.36,345.5646666666667,0,4,2,0.6666666666666666,22,22,22,low,low,low
2025-02-28 01:04:04,22,0,0,1,3,0,3,10,-9,0.4090909090909091,344.78636363636366,1,4,2,0.0,22,21,20,low,low,low
2025-02-28 01:34:04,22,0,2,2,5,2,2,5,-3,0.4090909090909091,349.4757575757576,1,4,2,2.0,21,22,21,low,low,low
2025-02-28 02:04:04,21,1,2,4,5,1,3,5,-1,0.38095238095238093,361.97222222222223,2,4,2,1.0,22,20,25,low,low,moderate
2025-02-28 02:34:04,22,1,3,5,7,1,2,5,0,0.36363636363636365,341.5121212121212,2,4,2,1.2,20,21,23,low,low,moderate
2025-02-28 03:04:04,20,0,0,3,7,2,2,4,-1,0.4,374.59833333333336,3,4,2,0.0,21,25,25,low,moderate,moderate
2025-02-28 03:34:04,21,0,3,3,8,2,2,4,-1,0.42857142857142855,332.2468253968254,3,4,2,2.0,25,23,28,moderate,moderate,moderate
2025-02-28 04:04:04,25,3,5,8,11,0,1,3,5,0.4,270.31266666666664,4,4,2,1.25,23,25,26,moderate,moderate,moderate
2025-02-28 04:34:04,23,0,0,5,8,1,2,3,2,0.34782608695652173,316.4746376811594,4,4,2,0.0,25,28,22,moderate,moderate,low
2025-02-28 05:04:04,25,1,2,2,10,0,0,2,0,0.32,320.1046666666667,5,4,2,2.0,28,26,20,moderate,moderate,low
2025-02-28 05:34:04,28,3,3,5,10,0,0,0,5,0.2857142857142857,313.64940476190475,5,4,2,1.2,26,22,19,moderate,low,low
2025-02-28 06:04:04,26,0,1,4,6,1,3,3,1,0.3076923076923077,334.2839743589744,6,4,2,0.5,22,20,20,low,low,low
2025-02-28 06:34:04,22,0,0,1,6,2,4,7,-6,0.36363636363636365,308.1469696969697,6,4,2,0.0,20,19,22,low,low,low
2025-02-28 07:04:04,20,2,2,2,6,3,4,8,-6,0.35,313.545,7,4,2,2.0,19,20,24,low,low,moderate
2025-02-28 07:34:04,19,1,3,5,6,2,4,8,-3,0.3157894736842105,293.0991228070176,7,4,2,1.2,20,22,25,low,low,moderate
2025-02-28 08:04:04,20,1,2,5,7,0,1,5,0,0.35,295.78416666666664,8,4,2,0.8,22,24,33,low,moderate,moderate
2025-02-28 08:34:04,22,2,4,6,11,2,2,3,3,0.36363636363636365,275.24242424242425,8,4,2,1.3333333333333333,24,25,34,moderate,moderate,busy
2025-02-28 09:04:04,24,0,3,7,12,0,1,3,4,0.3333333333333333,247.02708333333334,9,4,2,0.8571428571428571,25,33,35,moderate,moderate,busy
2025-02-28 09:34:04,25,2,3,6,12,2,2,3,3,0.32,246.196,9,4,2,1.0,33,34,37,moderate,busy,busy
2025-02-28 10:04:04,33,4,11,14,21,3,3,5,9,0.3333333333333333,180.96464646464648,10,4,2,1.5714285714285714,34,35,38,busy,busy,busy
2025-02-28 10:34:04,34,0,2,13,19,1,1,4,9,0.35294117647058826,199.76666666666668,10,4,2,0.3076923076923077,35,37,38,busy,busy,busy
2025-02-28 11:04:04,35,3,4,6,20,2,3,4,2,0.37142857142857144,210.79190476190476,11,4,2,1.3333333333333333,37,38,43,busy,busy,busy
2025-02-28 11:34:04,37,4,5,9,22,2,3,6,3,0.32432432432432434,190.37297297297297,11,4,2,1.1111111111111112,38,38,40,busy,busy,busy
2025-02-28 12:04:04,38,2,3,8,14,1,2,5,3,0.2894736842105263,193.2372807017544,12,4,2,0.75,38,43,40,busy,busy,busy
2025-02-28 12:34:04,38,0,3,6,15,0,3,5,1,0.3157894736842105,206.9885964912281,12,4,2,1.0,43,40,45,busy,busy,critical
2025-02-28 13:04:04,43,6,8,11,19,2,3,6,5,0.3023255813953488,185.43527131782946,13,4,2,1.4545454545454546,40,40,43,busy,busy,busy
2025-02-28 13:34:04,40,2,2,10,16,3,5,8,2,0.325,203.93166666666667,13,4,2,0.4,40,45,49,busy,critical,critical
2025-02-28 14:04:04,40,2,3,5,16,1,3,8,-3,0.325,196.11666666666667,14,4,2,1.2,45,43,51,critical,busy,critical
2025-02-28 14:34:04,45,4,9,12,22,3,4,7,5,0.3111111111111111,166.71962962962962,14,4,2,1.5,43,49,47,busy,critical,critical
2025-02-28 15:04:04,43,1,2,11,16,2,4,8,3,0.3023255813953488,176.3019379844961,15,4,2,0.36363636363636365,49,51,50,critical,critical,critical
2025-02-28 15:34:04,49,5,8,10,22,1,2,6,4,0.2653061224489796,165.46836734693878,15,4,2,1.6,51,47,55,critical,critical,critical
2025-02-28 16:04:04,51,2,4,12,23,1,2,4,8,0.23529411764705882,171.3143790849673,16,4,2,0.6666666666666666,47,50,59,critical,critical,critical
2025-02-28 16:34:04,47,1,1,5,15,3,5,7,-2,0.2553191489361702,181.19326241134752,16,4,2,0.4,50,55,55,critical,critical,critical
2025-02-28 17:04:04,50,3,4,5,17,1,1,6,-1,0.24,195.87800000000001,17,4,2,1.6,55,59,57,critical,critical,critical
2025-02-28 17:34:04,55,5,9,13,18,3,4,5,8,0.2909090909090909,195.16,17,4,2,1.3846153846153846,59,55,56,critical,critical,critical
2025-02-28 18:04:04,59,5,9,18,23,1,5,9,9,0.3050847457627119,188.87033898305083,18,4,2,1.0,55,57,63,critical,critical,critical
2025-02-28 18:34:04,55,2,3,12,25,2,7,12,0,0.2909090909090909,198.50242424242424,18,4,2,0.5,57,56,60,critical,critical,critical
2025-02-28 19:04:04,57,5,7,10,28,5,5,12,-2,0.2631578947368421,203.5111111111111,19,4,2,1.4,56,63,55,critical,critical,critical
2025-02-28 19:34:04,56,2,3,10,22,2,4,9,1,0.25,216.83303571428573,19,4,2,0.6,63,60,50,critical,critical,critical
2025-02-28 20:04:04,63,4,13,16,26,3,6,10,6,0.2222222222222222,199.1830687830688,20,4,2,1.625,60,55,42,critical,critical,busy
2025-02-28 20:34:04,60,1,2,15,25,4,5,11,4,0.23333333333333334,216.96805555555557,20,4,2,0.26666666666666666,55,50,41,critical,critical,busy
2025-02-28 21:04:04,55,1,1,3,19,3,6,11,-8,0.21818181818181817,238.2909090909091,21,4,2,0.6666666666666666,50,42,36,critical,busy,busy
2025-02-28 21:34:04,50,0,0,1,16,4,5,11,-10,0.24,270.759,21,4,2,0.0,42,41,34,busy,busy,busy
2025-02-28 22:04:04,42,0,0,0,3,3,8,13,-13,0.23809523809523808,295.51825396825393,22,4,2,1.0,41,36,33,busy,busy,moderate
2025-02-28 22:34:04,41,1,3,3,4,4,4,12,-9,0.24390243902439024,288.6878048780488,22,4,2,2.0,36,34,31,busy,busy,moderate
2025-02-28 23:04:04,36,1,2,5,5,2,7,11,-6,0.19444444444444445,298.8800925925926,23,4,2,0.8,34,33,33,busy,moderate,moderate
2025-02-28 23:34:04,34,0,2,4,7,2,4,11,-7,0.20588235294117646,308.29754901960786,23,4,2,1.0,33,31,30,moderate,moderate,moderate
2025-03-01 00:04:04,33,2,4,6,11,2,5,9,-3,0.24242424242424243,277.44545454545454,0,5,3,1.3333333333333333,31,33,28,moderate,moderate,moderate
2025-03-01 00:34:04,31,0,0,4,8,1,2,7,-3,0.25806451612903225,310.708064516129,0,5,3,0.0,33,30,27,moderate,moderate,moderate
2025-03-01 01:04:04,33,1,4,4,10,1,2,4,0,0.2727272727272727,296.39646464646466,1,5,3,2.0,30,28,21,moderate,moderate,low
2025-03-01 01:34:04,30,0,2,6,10,3,5,7,-1,0.26666666666666666,319.37111111111113,1,5,3,0.6666666666666666,28,27,21,moderate,moderate,low
2025-03-01 02:04:04,28,0,0,2,6,1,2,7,-5,0.21428571428571427,337.8220238095238,2,5,3,0.0,27,21,20,moderate,low,low
2025-03-01 02:34:04,27,2,2,2,8,2,3,5,-3,0.2222222222222222,328.93765432098763,2,5,3,2.0,21,21,20,low,low,low
2025-03-01 03:04:04,21,1,1,3,5,3,7,10,-7,0.23809523809523808,301.8880952380952,3,5,3,0.6666666666666666,21,20,17,low,low,low
2025-03-01 03:34:04,21,1,2,3,5,2,2,9,-6,0.23809523809523808,297.88968253968255,3,5,3,1.3333333333333333,20,20,15,low,low,low
2025-03-01 04:04:04,20,2,2,4,7,0,3,5,-1,0.25,270.4766666666667,4,5,3,1.0,20,17,16,low,low,low
2025-03-01 04:34:04,20,1,3,5,8,2,3,6,-1,0.25,251.77166666666665,4,5,3,1.2,17,15,15,low,low,low
